openbareruimte;huisnummer;huisletter;huisnummertoevoeging;postcode;woonplaats;gemeente;provincie;nummeraanduiding;verblijfsobjectgebruiksdoel;oppervlakteverblijfsobject;verblijfsobjectstatus;object_id;object_type;nevenadres;pandid;pandstatus;pandbouwjaar;x;y;lon;lat
Zanddwarsstraat;10;;;1011HP;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;152;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121783;487062;489.946.128.950.252;523.704.313.381.001
Zanddwarsstraat;12;;;1011HP;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;industriefunctie;305;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121779;487056;489.940.315.037.051;523.703.771.723.348
Zanddwarsstraat;14;;;1011HP;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;143;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121775;487050;48.993.450.113.804;523.703.230.065.405
Zanddwarsstraat;24;A;;1011HP;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;51;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1984;121757;487021;489.908.358.546.587;523.700.612.855.032
Zanddwarsstraat;24;B;;1011HP;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;57;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1984;121758;487021;489.909.826.836.885;523.700.613.460.336
Zanddwarsstraat;24;C;;1011HP;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;50;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1984;121759;487022;489.911.285.238.539;523.700.703.938.646
Zanddwarsstraat;24;D;;1011HP;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;57;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1984;121758;487021;489.909.826.836.885;523.700.613.460.336
Zanddwarsstraat;24;E;;1011HP;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;50;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1984;121757;487020;489.908.368.435.826;523.700.522.982.009
Zanddwarsstraat;24;F;;1011HP;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;57;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1984;121756;487020;48.990.690.014.583;523.700.522.376.686
Zanddwarsstraat;24;G;;1011HP;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;50;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1984;121758;487020;489.909.836.725.826;523.700.523.587.313
Zanddwarsstraat;24;H;;1011HP;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;29;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1984;121758;487018;489.909.856.503.696;523.700.343.841.266
Groenburgwal;73;;2;1011HT;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;84;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121652;486772;489.756.658.148.132;52.367.817.081.302
Groenburgwal;73;;3;1011HT;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;1;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121652;486772;489.756.658.148.132;52.367.817.081.302
Groenburgwal;73;;H;1011HT;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;95;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121652;486772;489.756.658.148.132;52.367.817.081.302
Groenburgwal;2;A;;1011HV;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;135;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121719;486953;489.853.236.745.288;523.694.478.474.431
Groenburgwal;2;;;1011HV;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;127;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121722;486958;489.857.592.058.205;523.694.929.657.475
Groenburgwal;4;;1;1011HV;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;18;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121713;486956;489.844.397.419.967;523.694.744.457.215
Groenburgwal;4;;2;1011HV;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;59;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121713;486956;489.844.397.419.967;523.694.744.457.215
Groenburgwal;4;;3;1011HV;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;56;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121713;486956;489.844.397.419.967;523.694.744.457.215
Groenburgwal;4;;H;1011HV;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;95;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121713;486956;489.844.397.419.967;523.694.744.457.215
Groenburgwal;14;;1;1011HV;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;146;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121711;486940;489.841.619.319.938;523.693.305.276.525
Groenburgwal;14;;2;1011HV;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;146;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121711;486940;489.841.619.319.938;523.693.305.276.525
Groenburgwal;14;;3;1011HV;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;182;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121711;486940;489.841.619.319.938;523.693.305.276.525
Groenburgwal;14;;4;1011HV;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;205;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121711;486940;489.841.619.319.938;523.693.305.276.525
Groenburgwal;14;;H;1011HV;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;144;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121711;486940;489.841.619.319.938;523.693.305.276.525
Groenburgwal;16;A;;1011HV;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;138;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121708;486931;48.983.730.365.285;523.692.494.600.764
Groenburgwal;16;B;;1011HV;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;101;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121706;486928;489.834.396.838.259;523.692.223.769.254
Groenburgwal;16;C;;1011HV;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;185;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121706;486929;48.983.438.693.427;523.692.313.642.284
Groenburgwal;18;A;;1011HV;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;36;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1986;121703;486922;489.830.051.480.308;523.691.682.712.307
Groenburgwal;18;B;;1011HV;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;36;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1986;121703;486922;489.830.051.480.308;523.691.682.712.307
Groenburgwal;18;C;;1011HV;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;36;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1986;121703;486922;489.830.051.480.308;523.691.682.712.307
Groenburgwal;18;D;;1011HV;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;57;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1986;121703;486922;489.830.051.480.308;523.691.682.712.307
Groenburgwal;20;;;1011HV;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;106;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;121700;486919;489.825.676.415.771;52.369.141.127.429
Groenburgwal;22;;;1011HV;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;59;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;121697;486915;489.821.311.263.198;523.691.049.963.078
Groenburgwal;24;A;;1011HW;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;50;Verblijfsobject gevormd;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1883;121.695.791;486.908.645;489.819.599.097.365;523.690.478.086.826
Groenburgwal;24;B;;1011HW;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;48;Verblijfsobject gevormd;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1883;121.696.216;486.909.461;489.820.215.022.456;523.690.551.680.943
Groenburgwal;24;C;;1011HW;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;69;Verblijfsobject gevormd;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1883;121.694.869;486.909.177;489.818.240.094.162;523.690.525.340.161
Groenburgwal;24;D;;1011HW;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;58;Verblijfsobject gevormd;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1883;121695.33;486.910.028;489.818.908.529.596;523.690.602.101.672
Groenburgwal;24;E;;1011HW;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;43;Verblijfsobject gevormd;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1883;121693.84;486.909.816;489.816.722.927.076;523.690.582.145.004
Groenburgwal;24;F;;1011HW;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;55;Verblijfsobject gevormd;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1883;121.694.266;486.910.702;489.817.339.626.573;523.690.662.030.855
Groenburgwal;24;G;;1011HW;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;88;Verblijfsobject gevormd;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1883;121.692.954;486.910.383;48.981.541.643.373;523.690.632.565.695
Groenburgwal;24;H;;1011HW;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;79;Verblijfsobject gevormd;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1883;121.693.415;486.911.199;489.816.085.215.604;523.690.706.181.665
Groenburgwal;24;;;1011HW;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;bijeenkomstfunctie;1;Verblijfsobject in gebruik;3,6301E+14;VBO;t;3,631E+14;Pand in gebruik;1883;121659;486939;489.765.279.413.114;523.693.183.859.677
Groenburgwal;26;;;1011HW;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;98;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121693;486908;489.815.507.583.768;523.690.418.426.158
Groenburgwal;28;;1;1011HW;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;88;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121691;486904;489.812.610.704.414;523.690.057.721.073
Groenburgwal;28;;2;1011HW;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;88;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121691;486904;489.812.610.704.414;523.690.057.721.073
Verversstraat;13;;;1011HZ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;84;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1985;121792;486930;489.960.647.663.968;523.692.455.583.571
Verversstraat;15;;;1011HZ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;92;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1985;121795;486928;489.965.072.209.153;523.692.277.651.385
Verversstraat;17;;;1011HZ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;104;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1985;121797;486927;48.996.801.861.167;523.692.188.987.518
Verversstraat;19;;;1011HZ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;65;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1989;121784;486935;489.948.852.153.071;523.692.900.110.904
Verversstraat;2;F;;1011JA;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;62;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121774;486944;489.934.080.550.718;523.693.702.919.264
Verversstraat;2;G;;1011JA;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;41;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121774;486944;489.934.080.550.718;523.693.702.919.264
Verversstraat;2;H;;1011JA;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;41;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121774;486944;489.934.080.550.718;523.693.702.919.264
Verversstraat;4;;;1011JA;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;industriefunctie;63;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121774;486940;489.934.120.085.995;523.693.343.427.109
Verversstraat;6;;;1011JA;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;industriefunctie;70;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121771;486936;489.929.754.825.969;523.692.982.119.898
